tt0001263	2	nm0848232	actress	\N	\N
tt0001263	3	nm0401967	director	\N	\N
tt0001263	4	nm0108049	writer	scenario	\N
tt0001264	10	nm0334918	actor	\N	["Soldier"]
tt0001264	1	nm0288616	actor	\N	["Governor Jose Manuella"]
tt0001264	2	nm0424530	actor	\N	["Pedro Cortes"]
tt0001264	3	nm0502701	actress	\N	["Perdita Arguello"]
tt0001264	4	nm0910400	actor	\N	["Perdita's Son"]
tt0001264	5	nm0000428	director	\N	\N
tt0001264	6	nm0853193	writer	\N	\N
tt0001264	7	nm0005658	cinematographer	\N	\N
tt0001264	8	nm1013170	actor	\N	["Indian Messenger"]
tt0001264	9	nm0185803	actor	\N	["Soldier"]
tt0001265	10	nm0227021	actor	\N	["Union Soldier"]
tt0001265	1	nm0921980	actor	\N	["The Young Father"]
tt0001265	2	nm0035187	actor	\N	\N
tt0001265	3	nm0601698	actor	\N	\N
tt0001265	4	nm0125164	actor	\N	["Confederate Soldier"]
tt0001265	5	nm0000428	director	\N	\N
tt0001265	6	nm0853193	writer	\N	\N
tt0001265	7	nm0005658	cinematographer	\N	\N
tt0001265	8	nm0163559	actor	\N	["Union Officer"]
tt0001265	9	nm0226992	actor	\N	["Confederate Soldier"]
tt0001266	1	nm0294276	director	\N	\N
tt0001267	1	nm0285643	actor	\N	\N
tt0001267	2	nm0577734	director	\N	\N
tt0001267	3	nm0657635	cinematographer	\N	\N
tt0001268	10	nm0366008	actor	\N	\N
tt0001268	1	nm0784407	actor	\N	["Henry"]
tt0001268	2	nm0681933	actress	\N	["Mabel"]
tt0001268	3	nm0921980	actor	\N	["Steve"]
tt0001268	4	nm1013170	actor	\N	["Uncle Zeke"]
tt0001268	5	nm0000428	director	\N	\N
tt0001268	6	nm0853193	writer	\N	\N
tt0001268	7	nm0005658	cinematographer	\N	\N
tt0001268	8	nm0555522	cinematographer	\N	\N
tt0001268	9	nm0115524	actress	\N	["Aunt"]
tt0001269	1	nm0001908	actor	\N	["Jack Sherwood"]
tt0001269	2	nm0930290	actress	\N	["Silver Bell"]
tt0001270	1	nm0005931	actor	\N	\N
tt0001270	2	nm0783152	producer	producer	\N
tt0001271	1	nm0005717	director	\N	\N
tt0001272	1	nm0294276	director	\N	\N
tt0001272	2	nm0378408	producer	producer	\N
tt0001273	1	nm0088881	actor	\N	\N
tt0001273	2	nm0630818	actor	\N	\N
tt0001273	3	nm0711337	actor	\N	\N
tt0001273	4	nm2558325	actress	\N	\N
tt0001273	5	nm1267460	actor	\N	\N
tt0001274	1	nm0877783	director	\N	\N
